Precinct,BIDEN,TRUMP,Jo Jorgensen,Brian Carroll,Jade Simmons,President Boddie,Don Blankenship,Brock Pierce,Tom Hoefling,Gloria La Riva,Alyson Kennedy,Kanye West,Bill Hammons,Jo Jorgensen,OTHERS
Ascension 00 48C,214,369,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 49,323,316,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 49A,96,103,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 49B,291,396,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 49C,80,132,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 50,268,285,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 50A,200,478,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 50B,100,453,6,3,1,2,1,0,0,0,0,1,0,6,20
Ascension 00 50C,412,218,6,3,1,2,1,0,0,0,0,1,0,6,20
Assumption 01 01,249,34,0,2,0,1,0,0,0,0,0,0,0,0,3
Assumption 01 02,272,244,11,1,0,0,0,0,0,0,0,2,1,11,26
Assumption 02 01,33,247,0,0,0,0,0,1,0,0,0,1,0,0,2
Assumption 02 02,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption 02 03,92,299,4,1,0,0,1,0,0,0,0,1,1,4,12
Assumption 02 04,22,140,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption 02 05,15,61,4,0,0,0,0,0,0,0,0,0,1,4,9
Assumption 03 01,25,158,2,0,0,0,0,0,0,0,0,0,0,2,4
Assumption 03 02,35,590,5,0,0,0,1,0,0,0,0,0,0,5,11
Assumption 04 01,85,76,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption 04 02,250,107,4,0,0,0,1,0,0,1,0,2,0,4,12
Assumption 04 03,71,112,1,0,0,0,0,0,0,0,1,0,0,1,3
Assumption 05 01,148,39,1,1,4,0,1,0,0,1,0,0,0,1,9
Assumption 05 02,87,245,2,1,0,0,0,0,0,0,0,0,0,2,5
Assumption 05 03,15,167,2,0,0,0,0,0,0,0,0,1,0,2,5
Assumption 05 05,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption 06 01,74,87,1,0,0,0,1,0,0,0,0,1,0,1,4
Assumption 06 01A,99,90,4,0,0,0,0,0,0,0,1,0,0,4,9
Assumption 06 02,215,30,1,1,1,1,0,0,0,0,0,1,0,1,6
Assumption 06 03,108,16,3,0,0,0,0,0,0,0,0,0,0,3,6
Assumption 07 01,68,179,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption 07 01A,86,150,1,0,0,0,0,0,0,0,1,1,1,1,5
Assumption 07 02,18,195,3,0,0,0,0,0,0,0,0,0,0,3,6
Assumption 07 03,8,145,3,0,0,0,0,0,0,0,0,0,0,3,6
Assumption 08 01,44,563,1,1,0,0,0,0,0,0,0,0,0,1,3
Assumption 08 01A,20,443,3,0,1,0,0,0,0,0,0,1,0,3,8
Assumption 09 01,39,466,2,0,0,0,1,0,0,0,0,1,0,2,6
Assumption 09 01A,31,416,0,0,0,0,0,0,0,0,0,0,1,0,1
Avoyelles 01 01,25,488,2,0,0,0,0,0,0,0,0,0,0,2,4
Avoyelles 01 02,24,451,1,1,0,0,0,1,0,0,0,0,0,1,4
Avoyelles 01 03,9,214,2,0,0,0,0,0,0,0,0,0,0,2,4
Avoyelles 02 01,122,266,4,0,0,0,1,0,0,1,0,1,0,4,11
Avoyelles 02 02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 02 02A,19,154,1,0,0,0,1,0,0,0,0,0,0,1,3
Avoyelles 02 02B,85,90,3,0,0,1,0,0,0,0,0,0,0,3,7
Avoyelles 02 02C,29,185,1,0,0,0,0,0,0,0,0,1,0,1,3
Avoyelles 02 02D,9,8,1,0,0,0,0,0,0,0,0,0,0,1,2
Avoyelles 02 02F,40,101,2,0,0,0,0,0,0,0,0,0,0,2,4
Avoyelles 02 03A,19,172,3,0,0,0,0,0,0,0,0,0,0,3,6
Avoyelles 02 04,161,172,6,0,0,0,0,0,2,1,0,2,0,6,17
Avoyelles 02 04A,85,212,6,1,0,0,1,0,0,0,0,2,0,6,16
Avoyelles 02 05,26,146,2,0,0,0,0,0,0,0,0,0,0,2,4
Avoyelles 02 05E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 02 07,120,25,3,1,0,0,0,1,0,0,0,0,0,3,8
Avoyelles 02 08,140,44,3,1,1,1,1,0,1,0,0,1,0,3,12
Avoyelles 03 01,281,139,4,2,1,0,0,1,0,0,1,3,0,4,16
Avoyelles 03 01B,35,178,0,0,0,0,0,0,1,0,0,0,0,0,1
Avoyelles 03 03,64,60,3,0,0,0,0,0,0,0,0,1,0,3,7
Avoyelles 04 01,42,180,2,0,1,0,0,0,0,0,0,0,0,2,5
Avoyelles 04 02,54,553,9,1,0,1,0,0,0,0,0,0,0,9,20
Avoyelles 04 02A,10,200,4,0,0,0,0,0,0,0,0,2,0,4,10
Avoyelles 05 01,27,378,7,0,1,0,0,0,0,0,0,0,0,7,15
Avoyelles 05 01A,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 06 01A,42,317,1,0,0,0,0,0,0,0,0,1,0,1,3
Avoyelles 06 02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 06 02A,8,165,2,0,0,0,0,0,0,0,0,1,0,2,5
Avoyelles 07 01,260,258,11,4,1,2,0,0,0,2,0,1,0,11,32
Avoyelles 07 03,38,240,0,0,0,0,0,0,0,0,0,2,0,0,2
Avoyelles 07 03B,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 08 01,6,97,1,0,0,0,0,0,0,0,0,3,0,1,5
Avoyelles 08 02A,29,126,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 08 02B,4,184,0,0,0,0,0,0,0,0,0,1,0,0,1
Avoyelles 08 03,10,184,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 08 03A,21,502,1,0,0,0,0,0,0,0,0,0,0,1,2
Avoyelles 09 01A,77,91,4,0,0,0,0,0,0,0,0,2,0,4,10
Avoyelles 09 02,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0
Avoyelles 09 02A,58,121,2,0,0,0,0,0,0,0,0,0,0,2,4
Avoyelles 09 03,23,137,3,0,0,1,0,0,0,0,0,0,0,3,7
Avoyelles 09 04,51,323,7,0,1,0,0,0,0,0,0,0,0,7,15
Avoyelles 09 04B,23,174,1,0,0,1,0,0,0,0,0,1,0,1,4
Avoyelles 09 05B,245,57,6,2,1,1,1,0,1,0,0,3,0,6,21
Avoyelles 10 02,265,174,10,0,0,3,0,0,1,0,1,1,0,10,26
Avoyelles 10 02A,28,279,2,0,0,0,0,0,0,0,0,0,0,2,4
Avoyelles 10 03A,37,215,2,1,0,2,0,0,0,0,0,1,0,2,8
Avoyelles 10 04,305,59,3,0,0,1,0,0,0,0,1,2,0,3,10
Avoyelles 11 01,144,191,1,3,0,1,0,0,0,0,0,0,0,1,6
Avoyelles 11 02A,18,134,1,0,0,0,1,0,0,0,0,1,0,1,4
Beauregard 00 01,5,241,1,0,0,0,0,0,0,0,0,0,0,1,2
Beauregard 00 02,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard 00 03,14,162,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard 00 04,51,252,2,0,0,0,0,1,0,0,0,2,0,2,7
Beauregard 00 05,19,357,3,0,0,0,0,0,0,0,0,0,0,3,6
Beauregard 00 06,11,174,2,0,0,0,0,0,0,0,0,0,0,2,4
Beauregard 00 07,21,284,3,0,0,0,0,0,0,0,0,0,0,3,6
Beauregard 00 09,17,318,4,1,0,1,0,0,0,0,0,1,1,4,12
Beauregard 00 10,18,318,2,0,0,0,0,0,0,0,0,0,0,2,4
Beauregard 00 11,19,443,4,0,0,0,0,0,0,0,0,1,0,4,9
Beauregard 00 12,40,719,9,0,1,1,0,0,0,0,0,0,0,9,20
Beauregard 00 12A,14,215,5,0,0,0,0,0,0,0,0,0,0,5,10
Beauregard 00 12B,13,374,3,0,0,0,0,0,0,0,0,0,0,3,6
Beauregard 00 13,6,220,2,0,0,0,0,0,0,0,0,0,0,2,4
Beauregard 00 13A,6,144,3,0,0,0,1,0,1,0,0,0,0,3,8
Beauregard 00 14,15,263,1,1,1,0,0,0,0,0,0,0,0,1,4
Beauregard 00 14A,10,195,7,0,0,0,0,0,0,0,0,1,0,7,15
Beauregard 00 15,7,175,2,0,0,0,0,0,0,0,0,0,0,2,4
Beauregard 00 16,27,281,3,1,0,1,0,0,0,0,0,1,0,3,9
Beauregard 00 16A,24,99,3,0,0,0,0,0,0,0,0,0,0,3,6
Beauregard 00 16B,12,163,3,0,0,0,0,0,0,0,0,0,0,3,6
Beauregard 00 17,7,217,2,0,0,0,0,0,1,0,0,1,0,2,6
Beauregard 00 17A,6,204,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard 00 18,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard 00 18A,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard 00 19,6,133,1,0,0,0,0,0,0,0,0,0,0,1,2
Beauregard 00 19C,9,184,1,0,0,0,0,0,0,0,0,0,0,1,2
Beauregard 00 20,21,481,7,0,0,0,0,0,0,0,0,1,0,7,15
Beauregard 00 21,14,211,7,0,0,0,0,0,0,0,0,0,0,7,14
Beauregard 00 22,14,360,3,2,0,0,0,0,0,0,0,0,0,3,8
Beauregard 00 25,68,219,11,0,1,0,1,0,0,0,0,0,0,11,24
Beauregard 00 25A,21,51,1,0,0,0,0,0,0,0,0,0,0,1,2
Beauregard 00 25B,40,76,9,0,0,0,0,0,0,0,0,0,0,9,18
Beauregard 00 26,112,64,4,2,1,1,0,0,0,0,0,0,0,4,12
Beauregard 00 27,18,116,2,0,0,1,0,0,0,0,0,0,0,2,5
Beauregard 00 27A,12,183,0,0,1,0,0,0,0,0,0,0,0,0,1
Beauregard 00 27B,21,100,6,0,0,0,0,0,0,0,0,0,0,6,12
Beauregard 00 27D,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard 00 28,147,30,1,2,3,0,1,0,0,0,0,0,0,1,8
Beauregard 00 30,23,134,4,0,0,0,0,0,0,0,0,1,0,4,9
Bienville 01 01,40,46,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 01 02,84,89,1,0,0,0,0,0,0,0,0,0,0,1,2
Bienville 01 03,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 01 04,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 01 06,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 01 05,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 01 07,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 04 03,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 02 01,119,14,1,1,0,1,0,0,1,0,0,0,0,1,5
Bienville 02 02,61,44,2,2,0,3,0,0,0,0,0,1,0,2,10
Bienville 02 03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 02 04,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 02 05,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 02 06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 03 01,123,20,2,0,0,0,0,0,0,0,0,3,0,2,7
Bienville 03 02,105,60,1,0,1,0,0,0,0,0,0,0,0,1,3
Bienville 03 03,55,63,1,1,0,0,0,1,0,0,0,0,0,1,4
Bienville 03 04,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 03 05,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 03 06,4,15,0,0,0,0,0,0,0,0,0,1,0,0,1
Bienville 03 07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 04 01,152,118,6,1,0,0,2,0,0,0,0,0,0,6,15
Bienville 04 02,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 04 04,57,272,3,0,0,0,1,0,0,0,0,0,0,3,7
Bienville 05 01,107,110,1,0,0,1,1,0,0,0,0,1,0,1,5
Bienville 05 02,45,198,1,0,0,0,0,0,0,0,0,2,0,1,4
Bienville 05 03,12,113,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 05 04,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 06 01,7,162,2,0,0,0,0,0,0,0,0,0,0,2,4
Bienville 06 02,6,199,1,0,0,0,0,0,0,0,0,0,0,1,2
Bienville 06 03,49,267,1,0,0,1,0,0,0,0,0,0,0,1,3
Bienville 06 04,16,160,2,0,0,0,0,0,0,0,0,0,0,2,4
Bienville 07 01,50,69,2,0,0,0,0,0,0,0,0,0,0,2,4
Bienville 07 02,54,62,2,1,0,0,0,0,0,0,0,0,0,2,5
Bienville 07 03,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville 07 04,140,150,1,0,0,0,0,0,0,0,0,0,0,1,2
Bienville 07 05,17,86,1,0,0,0,0,0,0,0,0,0,0,1,2
Bossier 01 01,104,222,5,1,0,1,0,0,0,0,0,2,0,5,14
Bossier 01 02,111,280,9,1,1,0,1,1,0,0,0,0,0,9,22
Bossier 01 03,95,233,10,0,1,2,1,1,0,0,0,1,0,10,26
Bossier 01 03A,120,245,5,0,0,0,0,0,0,2,0,1,0,5,13
Bossier 01 03B,48,141,11,0,0,0,0,1,0,0,0,1,0,11,24
Bossier 01 04,150,411,13,2,1,0,0,0,1,1,0,1,0,13,32
Bossier 01 05,66,215,3,0,2,0,0,0,0,0,0,2,0,3,10
Bossier 02 01,155,256,8,0,1,0,2,0,0,0,0,3,0,8,22
Bossier 02 02,55,252,6,0,0,0,0,0,0,0,0,0,0,6,12
Bossier 02 03,93,139,7,1,1,0,0,0,0,0,0,0,0,7,16
Bossier 02 03A,179,136,4,1,1,0,0,1,0,0,0,1,0,4,12
Bossier 02 04 -1,61,173,4,0,0,0,0,0,0,0,0,0,0,4,8
Bossier 02 04 -2,38,183,1,0,2,0,0,1,0,0,0,0,1,1,6
Bossier 02 05A,43,30,2,1,0,0,0,0,0,0,1,0,0,2,6
Bossier 02 06,146,65,2,1,0,0,2,0,0,0,0,0,0,2,7
Bossier 02 07,73,178,4,0,0,0,0,0,0,0,0,0,0,4,8
Bossier 02 08,176,11,1,1,0,0,0,3,0,0,1,4,0,1,11
Bossier 02 09,184,152,1,0,0,0,0,0,0,1,0,1,0,1,4
Bossier 02 10,44,147,5,0,0,0,0,0,0,0,0,0,0,5,10
Bossier 02 11,48,49,3,0,0,0,0,0,0,0,0,0,0,3,6
Bossier 02 11A,80,47,1,0,0,0,0,0,0,0,0,0,0,1,2
Bossier 02 12A,51,52,1,0,0,0,0,0,0,0,0,0,0,1,2
Bossier 02 12B,63,53,2,0,0,0,2,0,0,0,0,0,0,2,6
Bossier 02 12C,185,86,3,0,0,1,1,1,0,0,0,3,1,3,13
Bossier 02 13,168,117,2,1,0,1,0,0,0,0,0,0,0,2,6
Bossier 02 14,102,129,2,0,0,0,0,0,0,0,0,0,0,2,4
Bossier 02 15,166,75,5,2,0,2,1,0,0,0,0,2,0,5,17
Bossier 02 16,188,196,5,0,0,1,0,0,0,2,1,1,0,5,15
Bossier 02 16A,8,12,1,0,0,0,0,0,0,0,0,0,0,1,2
Bossier 02 17A,70,65,2,0,0,0,0,0,1,0,1,2,0,2,8
Bossier 02 17B,151,111,6,0,0,0,0,0,0,0,0,1,0,6,13
Bossier 02 18B,48,312,5,0,0,0,0,0,0,1,0,1,0,5,12
Bossier 02 18C,78,355,4,0,0,0,1,0,0,0,0,1,0,4,10
Bossier 02 18D,36,188,7,0,0,0,0,0,0,0,0,1,0,7,15
Bossier 02 18E -1,103,469,14,0,0,0,0,1,0,1,0,2,0,14,32
Bossier 02 18E -2,82,385,6,0,0,0,1,0,0,0,0,5,0,6,18
Bossier 02 18F,29,235,1,0,0,0,1,0,0,1,0,0,0,1,4
Bossier 02 19,248,87,4,0,1,0,0,0,0,0,0,2,0,4,11
Bossier 02 20,95,167,4,0,0,0,0,0,0,0,0,1,0,4,9
Bossier 02 21A,114,311,5,0,0,0,0,0,0,0,0,1,0,5,11
Bossier 02 21B,48,337,4,0,0,0,0,0,0,0,0,1,0,4,9
Bossier 02 21C -1,55,339,3,0,0,0,0,0,0,0,0,2,0,3,8
Bossier 02 21C -2,27,247,5,0,0,0,0,0,0,0,0,0,0,5,10
Bossier 02 21D -1,96,293,9,0,2,0,0,0,0,0,0,0,0,9,20
Bossier 02 21D -2,90,286,6,0,1,0,0,0,0,0,0,1,0,6,14
Bossier 02 22A -1,50,336,2,0,1,0,0,0,0,0,0,2,0,2,7
Bossier 02 22A -2,23,271,5,0,0,0,0,0,0,0,0,0,0,5,10
Bossier 02 22B,22,222,5,0,0,0,1,0,0,0,0,1,0,5,12
Bossier 02 22C,8,171,1,0,1,0,0,0,0,0,0,0,0,1,3
Bossier 02 23,40,62,2,0,0,0,0,0,0,0,0,0,0,2,4
Bossier 03 01,87,164,3,0,0,0,0,0,0,2,0,0,0,3,8
Bossier 03 02,73,232,5,1,0,0,0,0,0,0,0,0,0,5,11
Bossier 03 03,33,191,0,0,1,0,0,0,0,0,0,0,1,0,2
Bossier 03 04,204,214,9,2,0,1,0,1,0,1,0,1,0,9,24
Bossier 04 01A,60,391,3,0,0,0,0,0,0,1,0,0,0,3,7
Bossier 04 02,62,612,5,1,0,0,1,0,1,0,0,1,0,5,14
Bossier 04 03A,182,392,10,0,1,1,0,0,0,0,0,2,0,10,24
Bossier 04 03B,51,182,4,0,0,0,1,0,0,0,0,0,0,4,9
Bossier 04 03C,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0
Bossier 04 03D,73,351,7,0,0,0,0,0,0,0,0,0,0,7,14
Bossier 04 04A -1,60,284,9,0,0,0,1,0,1,0,0,2,0,9,22
Bossier 04 04A -2,65,272,5,0,0,0,0,0,0,0,0,0,0,5,10
Bossier 04 04B -1,71,395,6,0,1,0,0,0,0,0,0,1,0,6,14
Bossier 04 04B -2,41,349,3,0,0,0,0,0,0,0,0,0,0,3,6
Bossier 04 05A,60,248,6,2,0,0,0,0,0,0,0,1,0,6,15
Bossier 04 06 -1,87,431,9,0,0,1,0,0,0,0,0,2,0,9,21
Bossier 04 06 -2,138,455,8,0,0,1,1,0,0,0,0,1,0,8,19
Bossier 04 07 -1,101,406,4,2,0,0,0,0,1,0,0,0,0,4,11
Bossier 04 07 -2,83,325,2,1,0,0,0,0,0,0,0,0,0,2,5
Bossier 04 08A,127,431,13,1,0,0,0,0,0,1,0,1,0,13,29
Bossier 04 08B -1,73,324,9,0,0,0,0,0,1,0,0,1,0,9,20
Bossier 04 08B -2,64,249,7,0,1,0,0,0,0,0,0,2,0,7,17
Bossier 04 08C,102,73,5,1,0,0,0,0,0,0,0,0,1,5,12
Bossier 04 08D,49,47,1,0,0,0,0,0,1,1,0,0,1,1,5
Bossier 04 08E,30,249,2,0,0,0,1,0,0,0,0,0,0,2,5
Bossier 04 08F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bossier 04 09,73,549,6,0,0,0,0,0,1,0,0,2,0,6,15
Bossier 04 10 -1,66,287,6,0,0,0,1,0,0,0,0,0,0,6,13
Bossier 04 10 -2,63,222,4,0,1,0,0,0,0,0,0,0,0,4,9
Bossier 04 11A,48,293,1,0,0,0,0,0,0,0,0,0,0,1,2
Bossier 04 11B,132,459,18,1,0,0,0,0,0,0,0,0,0,18,37
Bossier 04 11C,59,244,8,0,0,0,0,0,0,0,0,0,0,8,16
Bossier 04 01,259,191,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 01A,393,383,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 01B,169,366,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 01C,115,79,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 02,469,220,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 02A,481,180,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 02B,90,177,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 02C,438,142,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 03,448,405,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 03A,264,447,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 03B,221,456,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 03C,83,52,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 04,61,260,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 04A,365,133,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 04B,210,168,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 04C,450,373,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 05,239,212,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 05A,470,481,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 05B,269,169,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 05C,201,150,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 06,217,234,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 06A,86,453,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 06B,270,137,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 06C,419,165,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 07,137,189,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 07A,481,393,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 07B,218,391,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 07C,265,115,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 08,415,217,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 08A,61,456,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 08B,322,417,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 08C,484,409,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 09,490,163,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 09A,240,464,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 09B,57,145,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 09C,339,88,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 10,430,385,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 10A,349,415,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 10B,435,177,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 10C,401,476,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 11,440,437,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 11A,319,294,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 11B,312,389,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 11C,372,210,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 12,440,499,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 12A,183,337,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 12B,51,316,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 12C,276,220,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 13,177,215,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 13A,373,415,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 13B,164,100,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 13C,106,330,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 14,321,65,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 14A,466,451,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 14B,381,104,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 14C,472,474,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 15,260,324,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 15A,252,201,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 15B,341,98,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 15C,297,223,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 16,220,193,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 16A,354,477,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 16B,60,133,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 16C,105,351,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 17,364,263,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 17A,229,477,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 17B,446,120,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 17C,150,241,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 18,119,198,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 18A,472,500,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 18B,91,63,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 18C,262,237,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 19,467,61,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 19A,177,492,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 19B,497,91,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 19C,415,82,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 20,311,383,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 20A,238,309,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 20B,291,433,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 20C,369,153,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 21,349,186,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 21A,264,408,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 21B,218,472,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 21C,286,276,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 22,374,414,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 22A,350,103,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 22B,245,398,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 22C,193,298,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 23,469,444,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 23A,120,194,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 23B,349,52,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 23C,68,153,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 24,433,94,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 24A,213,463,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 24B,470,71,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 24C,354,116,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 25,214,80,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 25A,214,227,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 25B,58,354,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 25C,474,64,6,3,1,2,1,0,0,0,0,1,0,6,20
Bossier 04 26,356,343,6,3,1,2,1,0,0,0,0,1,0,6,20
